,a,b,c,ch,d,ex,f,fv,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,s,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,33.95_34.00_34.05_34.10_34.15_,33.90_33.85_33.80_33.75_33.70_,6184,6184.tw,20181220,tse,7_11_3_5_2_,0,2_12_10_1_9_,34.00,20,0,12,33.90,000000,大豐電,大豐有線電視股份有限公司,34.00,37.30,33.70,14:30:00,-,-,0,0,13:30:00,6184.tw_tse_20181220_B_9999215571,6184.tw_tse_20181220_B_9999138715,1545287400000,0,6,37.30,23,30.60,33.95,33.90
