,a,b,c,ch,d,ex,f,fv,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,ps,pz,rt,s,st,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,16.50_16.55_16.60_16.65_16.70_,16.45_16.40_16.35_16.30_16.25_,2514,2514.tw,20190403,tse,10_7_21_16_1_,0,2_9_7_15_12_,17.10,20,0,12,16.30,000000,龍邦,龍邦國際興業股份有限公司,17.10,16.50,16.40,14:30:00,2210,16.40,0,21,16.50,08:00:00,21,08:00:00,13:30:00,2514.tw_tse_20190403_B_9999022466,2514.tw_tse_20190403_B_9998994811,1554273000000,0,21,17.15,733,14.05,15.60,16.50
