,a,b,c,ch,d,ex,f,fv,g,h,i,io,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,s,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,55.80_55.90_56.00_56.10_57.50_,55.30_55.00_54.80_54.10_52.50_,5284,5284.tw,20190522,tse,4_6_2_2_2_,0,1_1_1_1_1_,55.90,20,RR,0,12,55.60,000000,jpp-KY,經寶精密控股股份有限公司,55.60,56.40,55.90,14:30:00,-,-,0,0,13:30:00,5284.tw_tse_20190522_B_9999274134,5284.tw_tse_20190522_B_9999263715,1558506600000,0,1,61.20,4,50.20,55.70,55.90
