,a,b,c,ch,d,ex,f,fv,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,s,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,2.47_2.50_2.53_2.54_2.55_,2.35_2.32_2.31_2.30_2.26_,3043,3043.tw,20190102,tse,11_40_10_13_30_,0,5_10_5_20_1_,2.47,31,0,12,2.35,000000,科風,科風股份有限公司,2.47,2.37,2.36,14:30:00,304,2.37,0,3,13:30:00,3043.tw_tse_20190102_B_9999334345,3043.tw_tse_20190102_B_9999232570,1546410600000,0,3,2.71,62,2.23,2.47,2.47
