,a,b,c,ch,d,ex,f,fv,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,ps,pz,rt,s,st,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,33.65_33.70_33.75_33.80_33.85_,33.60_33.55_33.50_33.45_33.40_,1229,1229.tw,20190329,tse,3_58_16_66_10_,4,35_38_87_86_116_,34.50,02,0,12,33.10,000000,聯華,聯華實業股份有限公司,33.60,33.80,33.70,14:30:00,14941,33.70,0,244,33.65,08:00:00,244,08:00:00,13:30:00,1229.tw_tse_20190329_B_9999042520,1229.tw_tse_20190329_B_9999017729,1553841000000,0,244,35.85,5620,29.35,32.60,33.65
