,a,b,c,ch,d,ex,f,g,i,ip,it,mt,n,nf,oa,ob,ot,ov,oz,p,s,t,tlong,ts,tv,u,w,y
0,26.95_27.00_27.10_27.90_27.95_,26.70_26.15_26.05_26.00_25.55_,2722,2722.tw,20190313,tse,1_11_1_1_2_,2_1_2_2_2_,16,0,12,000000,夏都,夏都國際開發股份有限公司,27.00,26.70,14:30:00,149,26.70,0,0,13:30:00,1552458600000,0,-,29.55,24.25,26.90
