,c,ch,d,ex,i,ip,it,n,nf,oa,ob,ot,ov,oz,p,rt,st,t,tlong,tv,u,w,y
0,3686,3686.tw,20190313,tse,24,0,12,達能,達能科技股份有限公司,-,-,14:30:00,-,-,0,99:99:99,08:00:00,14:30:00,1552458600000,-,3.10,2.54,2.82
