,c,ch,d,ex,i,ip,it,n,nf,oa,ob,ot,ov,oz,p,rt,st,t,tlong,tv,u,w,y
0,2375,2375.tw,20190313,tse,28,0,12,智寶,智寶電子股份有限公司,-,-,14:30:00,-,-,0,99:99:99,08:00:00,14:30:00,1552458600000,-,54.80,44.90,49.85
