,a,b,c,ch,d,ex,f,g,i,io,ip,it,mt,n,nf,oa,ob,ot,ov,oz,p,s,t,tlong,ts,tv,u,w,y
0,16.65_17.00_17.10_17.35_17.45_,16.50_16.45_16.40_16.35_16.30_,8488,8488.tw,20190313,tse,5_1_1_1_1_,2_5_1_1_1_,20,RR,0,12,000000,吉源-KY,吉源控股股份有限公司,-,-,14:30:00,-,-,0,0,13:30:00,1552458600000,0,-,18.30,15.00,16.65
