,a,b,c,ch,d,ex,f,fv,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,ps,pz,s,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,10.15_10.20_10.25_10.30_10.35_,10.05_10.00_9.99_9.98_9.97_,2010,2010.tw,20190115,tse,46_46_11_20_10_,0,22_191_8_1_12_,10.15,10,0,12,10.05,000000,春源,春源鋼鐵工業股份有限公司,10.10,10.10,10.00,14:30:00,1197,10.00,0,12,10.05,12,13:30:00,2010.tw_tse_20190115_B_9999177441,2010.tw_tse_20190115_B_9999132648,1547533800000,0,12,11.05,196,9.05,10.05,10.05
