,a,b,c,ch,d,ex,f,fv,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,ps,pz,s,t,tk1,tlong,ts,tv,u,v,w,y,z
0,42.45_42.50_42.65_42.70_42.90_,42.05_42.00_41.70_41.50_41.00_,1419,1419.tw,20190605,tse,1_1_2_16_1_,0,2_1_1_2_1_,42.30,04,0,12,42.30,000000,新紡,新光紡織股份有限公司,42.30,42.05,42.00,14:30:00,178,42.00,0,1,42.45,0,13:30:00,1419.tw_tse_20190605_B_9999845946,1559716200000,0,1,46.40,1,38.00,42.20,42.30
