,a,b,c,ch,d,ex,f,fv,g,h,i,io,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,s,t,tk1,tlong,ts,tv,u,v,w,y,z
0,26.80_26.85_26.90_26.95_27.45_,26.55_26.50_26.45_26.30_26.20_,2936,2936.tw,20190211,tse,8_3_2_3_3_,0,7_2_1_3_3_,26.65,18,RR,0,12,26.65,000000,客思達-KY,客思達股份有限公司,26.65,26.90,26.65,14:30:00,-,-,0,0,13:30:00,2936.tw_tse_20190211_B_9999139744,1549866600000,0,2,29.45,2,24.15,26.80,26.65
