,a,b,c,ch,d,ex,f,g,i,ip,it,mt,n,nf,oa,ob,ot,ov,oz,p,s,t,tlong,ts,tv,u,w,y
0,158.00_159.00_159.50_,157.00_156.00_155.50_152.50_150.00_,3130,3130.tw,20190211,tse,1_1_1_,3_3_1_1_2_,30,0,12,000000,一零四,一零四資訊科技股份有限公司,-,155.50,14:30:00,237,155.50,0,0,13:30:00,1549866600000,0,-,171.50,140.50,156.00
