,a,b,c,ch,d,ex,f,fv,g,h,i,io,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,s,t,tk1,tlong,ts,tv,u,v,w,y,z
0,16.80_16.85_16.90_16.95_17.00_,16.45_15.60_15.55_15.00_,8488,8488.tw,20190211,tse,1_1_1_2_13_,0,1_1_2_2_,16.85,20,RR,0,12,16.85,000000,吉源-KY,吉源控股股份有限公司,16.85,-,16.70,14:30:00,-,-,0,0,13:30:00,8488.tw_tse_20190211_B_9999282069,1549866600000,0,1,18.25,1,14.95,16.60,16.85
