,a,b,c,ch,d,ex,f,g,i,io,ip,it,mt,n,nf,oa,ob,ot,ov,oz,p,s,t,tlong,ts,tv,u,w,y
0,16.85_17.10_17.15_17.20_17.45_,16.45_16.10_16.05_16.00_15.55_,8488,8488.tw,20190103,tse,1_1_1_3_2_,1_1_3_1_1_,20,RR,0,12,000000,吉源-KY,吉源控股股份有限公司,-,-,14:30:00,-,-,0,0,13:30:00,1546497000000,0,-,18.25,14.95,16.60
