,a,b,c,ch,d,ex,f,g,i,ip,it,mt,n,nf,oa,ob,ot,ov,oz,p,ps,pz,s,t,tk1,tlong,ts,tv,u,v,w,y
0,13.25_13.30_13.35_13.50_13.55_,13.15_13.10_13.05_13.00_12.70_,1724,1724.tw,20190502,tse,1_5_2_5_2_,5_6_2_8_2_,21,0,12,000000,台硝,台硝股份有限公司,-,14.50,14:30:00,-,-,0,1,13.15,0,13:30:00,1724.tw_tse_20190502_B_9999135922,1556778600000,0,0,14.50,0,11.90,13.20
